Id,I_COL_01,I_COL_02,I_COL_03,I_COL_04,I_COL_05,I_COL_06,I_COL_07,I_COL_08,I_COL_09,I_COL_10,S_COL_01,S_COL_02,S_COL_03,S_COL_04,S_COL_05,S_COL_06,S_COL_07,S_COL_08,S_COL_09,S_COL_10,D_COL_01,D_COL_02,D_COL_03,D_COL_04,D_COL_05,D_COL_06,D_COL_07,D_COL_08,D_COL_09,D_COL_10,G_COL_01,G_COL_02,G_COL_03,G_COL_04,G_COL_05,G_COL_06,G_COL_07,G_COL_08,G_COL_09,G_COL_10
517,738406585,1441519588,919362730,1709552695,1253248189,1147045212,373757055,107185640,647768256,1002879996,,SSBDU06JIZ,YEMEO94QU77,XI4B9BETB7FILFCWLU,4Q7WFBRMLZUUTQ6,HIXM2,G6D323IN,3HLH57U1ILNVZ5JUUELFGB40,8YUSQHQTWZ,LKDVUK3VHHUHIEB831NU1,2015-10-17 00:00:00,1971-08-02 00:00:00,2008-09-21 00:00:00,1967-12-26 00:00:00,1975-02-12 00:00:00,1982-11-27 00:00:00,2005-12-22 00:00:00,1964-09-07 00:00:00,1988-10-07 00:00:00,2012-06-04 00:00:00,{05A0152E-1090-414D-B390-BBEF97B33EE4},{0D8D3B1D-11EB-4211-946A-1DE7BD556B44},{6F413A99-F15B-4C99-9A00-A1FC7CAC9D85},{2A2AC014-A7D3-4778-90F9-BF94D6CECAC0},{47C7A907-F792-4099-99F2-F1521F26F54E},{BB3A8919-E7B5-480B-AF07-5D52E47FA4B7},{8474EF62-75DA-40A4-A4FE-91080F9B8FE2},{775511C7-1337-4003-BD97-35C4006A2611},,{44193426-F6A0-476C-8A05-81D381A0E68C}
518,706175489,123706356,668527749,877510081,921249987,1043714992,2063708477,1770871699,665533641,1936749652,3X7UI23QSA,,I1YEZ4GYEKMA,T1BEVSV,,ECOUM6V,U1B3GLBBVZMVUQXKZ,A6203UAXQVLHYRNHMR843UR,WTTV0KXPZ501BIIGYVPK,,1967-09-05 00:00:00,1975-07-02 00:00:00,,2002-03-10 00:00:00,1966-10-09 00:00:00,1984-03-19 00:00:00,,1971-07-02 00:00:00,1987-07-17 00:00:00,1999-10-21 00:00:00,{BEA0659D-7757-46A6-8DD0-502F2D17D8EE},{E00B1589-7407-461D-86B6-E640D0DBE70E},{8E26D3F8-D3B8-4DA8-A4C9-C055A7E5ADE0},{301E65E3-AEC5-4267-BD59-AB4B9C334A16},,{605E41FB-9561-4629-B13C-72FE8F537AF5},{F418831C-9DB7-4D0A-94E0-E5D5FC6AD6F2},{24C8166F-D63D-48B3-AB54-F677D0922DD7},{84521957-1EFE-444D-AB77-54BD74B8F67C},{F1B95C81-CF29-46A3-8B08-47F3440B2A46}
519,300889383,79753393,609367895,905422380,742214819,1022205696,1745790625,,705082208,205640494,ZW6EX0YSV,UA88QNDXHWFZJ408NFKQIGS9,6CTK60,665X884P4VT7WK,,MKM1NR9PORB,ZOG274DZHMV2M7PVPVF08UP,SO6HUR3L65E04NCZVF8,BUT4856N8F9ADOPHSW52QQBK,IDANORO0R4MNVW68,2002-03-20 00:00:00,2001-10-16 00:00:00,2014-12-17 00:00:00,1989-11-02 00:00:00,1990-03-17 00:00:00,2014-04-05 00:00:00,,1989-09-16 00:00:00,2016-02-06 00:00:00,1996-03-29 00:00:00,,{A9437A4F-ADA1-4D71-8DD8-DC9493A367CD},{D8C9DE41-0D78-4BD1-8011-2EC819085222},{DE498ECA-AE1D-44B6-8DF9-D20A3B7C58A1},{9F49F0C6-049A-429B-8C82-4F26F7B4DADA},,{0AD36595-D8B3-4E52-B581-024A2800401F},,,{A2620C63-4A99-4202-9147-BEF3615FF49A}
520,42680262,1888984926,1117019642,,242258442,552733589,1090223586,1908488663,959221635,1935471313,NI9DVL,EOCAX8S4C9CHF5SNM4,,FEAK21,17GKQ9QGP4,TNI3E7RZV10A,9KC05HZULC56Z6CG,,QT25GG4JCYAGFE4AFEZ8EX9B,HIVXO40BZBGO6UB7X6K6Z246,,1972-04-27 00:00:00,2007-12-12 00:00:00,1992-01-15 00:00:00,2000-02-08 00:00:00,2014-09-18 00:00:00,1998-07-27 00:00:00,1975-05-14 00:00:00,1984-10-10 00:00:00,1983-08-13 00:00:00,{E51A77DA-62F4-4A99-911D-05D6EB879F21},{45E4ACDF-E18F-41C3-A6FC-87DFB9D0C0FC},{317161A4-FAEF-4C96-BB59-CECC05CE2AE5},{C87CA8EE-E454-46C6-B272-5F93EDBF7D62},{AC33313B-39A0-4C2A-8E0C-A6A28789185A},{546A59F0-24B3-46AE-A4B4-F418E0A2551E},{DC2D1F6A-A0CA-4460-BAA4-9DD2EF8C6E24},,{132F0EC4-8829-48E7-A4FB-DAD3771E467A},{179A2EEA-1BF9-4F44-BF61-F1B034FB77B3}
521,494387988,,1477750441,761404060,1544898815,,1046831204,1522418812,1277290506,560021967,ERVOACF3CDX2R9P9U,Y6RZ6RLNBUTS71PW2WANVUTV,FARJYBHJT1X1Z6Y,JSU0ABM,T4NDN6CNML61,LXIY9A7DY6QKDC3,EVKRN6PN0ZMUN3MM9IC1NNXQ,RWD2ATHM,VB812KIK,LCE7D31MV184BHO,1977-10-10 00:00:00,1999-11-29 00:00:00,1982-02-16 00:00:00,1963-10-03 00:00:00,2002-10-26 00:00:00,1977-02-10 00:00:00,2015-05-26 00:00:00,1968-10-18 00:00:00,2008-09-10 00:00:00,2007-07-25 00:00:00,{0FD06783-647F-42A7-A105-E9812EABB0FE},,{976BF6EF-8A4F-4345-8EA1-51DF40D4D419},,{AFE54B7E-F7F6-4AAA-B042-5E8A2F56D1C6},{68EE82A2-E337-48B2-B239-56933F53A60D},{FA6AF8B8-03C9-4822-8E6B-683793BBEEDE},{64AEC3F7-891D-4DD4-B4F4-C5A0601A940C},{25304D53-3868-4827-88B0-56F809497953},
522,2139420554,789780946,2141480653,1297512503,321179876,75927699,369979176,1171626982,800258358,1330952036,EN9KEITATJA8A8T79C40C1TN,UWLRIOV15NNZ5BC1WAAAFGAT,157M3V1FY6YCB,JDGTKH2XKFTM,OW2D1W04TT18ZNGCU9OX6,9DI9HWHKIHLKJ68J9WPTW,RPRHVU866L2,,XSHMJT0OC6GVZPA,GH10TZOVZKLO8RD,2001-04-21 00:00:00,1967-06-11 00:00:00,1973-07-24 00:00:00,1974-11-06 00:00:00,,1981-03-10 00:00:00,1963-08-19 00:00:00,2008-06-28 00:00:00,2009-08-14 00:00:00,2004-11-01 00:00:00,,{30C38E87-DB91-46C0-80FD-25B2A5B68E5E},{67F2548B-9DE9-4B3C-8065-462E091682AB},{334EE3E6-805E-42A1-86BA-3598524B5AD3},{EA46B060-37A2-45C7-A7D2-9B9990D2848D},{C9D57EF6-4DA7-46AD-8149-EFDFA712A9C0},,{69B6F04D-9617-46A4-B102-3FFD3D938B31},{6DACA621-F3F6-499D-8C5E-463AE9A38DA0},{E08977FB-721F-4D00-8B4E-95B6F00C1A6A}
523,,,903353334,1320534546,211852823,,659292987,2076876577,1409382740,255797436,51Q9G5R17HKOR4AHD,8N5P9FR2,F8YPEY,A8TV4B6V53988U78PI9MR3YD,2IV8NFTICKWMS3TNJY,,UA0A5YE,JQ0GJXA6,PZSWLCZF2EUAKGVHI48SR,,2009-03-11 00:00:00,1970-02-09 00:00:00,1980-09-22 00:00:00,2009-11-25 00:00:00,1981-10-09 00:00:00,2015-07-23 00:00:00,1982-08-11 00:00:00,1982-07-17 00:00:00,2013-11-08 00:00:00,1990-04-12 00:00:00,{87A5CC79-64E9-4269-966A-A859A3517022},{2B215F97-43C7-4F51-84B2-10DE3DBC1342},{CAEC222C-38F8-4A08-A145-CA7FDEC216B6},{67DE2D09-57E5-4FB9-A3AE-B33A3A9A3458},{7444C7C9-D1AA-4E93-B758-DA6B8887C3B8},{8A27A1EA-DA9F-4A56-9EB1-E699B69021B5},{86B5E0FE-053C-4200-A959-7F2AACC25059},{81667DF4-458F-40C1-9E6F-4E2692D155D0},{D0806961-AF38-4891-9C16-FA75B7C12A8A},{72704724-E6D1-4531-96EB-DC7B5BA7DD81}
524,1993670536,42321263,1366458779,360170896,790953759,1978066480,410110671,627593831,441556981,1816970113,M8COI38C1TQHPLXIPP2JS27O,,6WN5U08UN8TO2,VCQU1RXZ10CG,AX22MCQOX6RQ0JK6,CEG58,8J6VFSTQANK0VPE7HO,K1NP5Z,MNFZ0EO,2SN7AZ6AFPU7H9Q,2014-07-13 00:00:00,1973-04-23 00:00:00,1988-05-21 00:00:00,1986-02-17 00:00:00,1985-01-10 00:00:00,,1973-05-09 00:00:00,2016-03-20 00:00:00,1963-06-18 00:00:00,,{42B31F62-524C-4618-BE2E-31B3A0C64DEB},{B4047860-145F-4430-A608-B8C0BA4FACF5},,{B2D7698C-7776-474F-BA1B-E35640543F8F},{B0B718BE-0CA6-4A33-AF05-751FEC16D882},{911B3F7B-941A-49C4-8EF9-2D5A37E02EF5},{243BFF7F-B604-4FFF-8E58-07A36AA3EE08},{401075B4-5911-4D3C-943A-6A46C46A6BD4},{C645F780-7129-4080-99A8-943697A9E0E5},{FB687E0D-51A3-4655-93E2-24F7ED2A67E2}
525,1035992657,316525970,1468423482,1677950852,381591450,107365916,112683821,1072555389,136817012,925117510,TW3VUG3CGNC9G9I8JTIHZ4MM,JXO929VL7UL2EE8YAU9D57,2FG7IYKRJZ7FYHUCO4BYWRO,,41MI9,QGX2XDJK4SPH,,,6YA6VKK0CYG3SEB0U1HA7K01,2996QBB1QU8P,,2010-04-17 00:00:00,,2015-05-26 00:00:00,,2004-02-11 00:00:00,1987-09-16 00:00:00,1996-06-29 00:00:00,2004-10-07 00:00:00,,{A41E8D27-D3F1-451C-8049-918DE4609018},{6B0DF635-62CA-48DF-AF51-C3C39B03CB70},{08F6C6A7-9A2D-476F-BA66-DAE4708A12F8},{0F045705-98F6-4E30-9D71-86BE476EF7FD},{203813B2-BE2E-4382-B531-DA5FEE612E15},{FB86D328-AF34-4D11-90B1-F3965A86F7CD},,,{E4857BD9-57C8-4281-9B04-F7CD230E4106},{7FE3C5C3-F1A3-49AA-9E7C-5C6BD741CA4D}
526,334038236,1573611646,1016111091,314865812,111870851,38891307,1620216843,727774561,164979969,,OIIZ4VYKWX,T10XBBA,C0YBCGO2UP2R73,,35D4M,5AADYUBSM1LSTX2,SBI2XV74DA,3X0MFGB,DAOKEGRO9NB,MLG1HPCJVU3NSEVGOQ0I8,,2006-08-03 00:00:00,1990-10-29 00:00:00,1985-02-18 00:00:00,1967-02-04 00:00:00,1970-10-07 00:00:00,1962-02-19 00:00:00,,1970-07-24 00:00:00,2014-04-12 00:00:00,,{BD0FD893-D343-4A28-BDFC-860B55885DE3},{C9627288-C2CA-4BF2-8DC2-E338872D746F},,{C74CE4C3-FFDB-4BA9-B425-80585BA29EFD},{C4C9C66A-3C6D-4C9A-9E45-22A87F378D61},{90EFA10F-8C3C-4AE5-A0F2-4FFCC73CC2BB},,{467FCB98-4D68-4EDD-AE72-7FFAEB61E64C},{9CA8C2E7-00DA-4BED-8E9C-556C36F76D3C}
527,1269918443,647204175,1834018138,607439845,579617779,11465935,1793906910,1987437372,1443409489,1753076449,ASFE7,IU7NTHSZ5QFNF3EK,HAT7JDI0IUOFD7,EZ0XEW9H2HMQBG5ITX0,KK4E3,LZNILPZOT8MUALFC02YBYGW,FY3O6SKX,C3EEVRRYULG50EIEME8IED7,159WQB78,IVXDTH,1963-07-09 00:00:00,2016-03-20 00:00:00,2013-03-26 00:00:00,1971-03-17 00:00:00,1971-02-02 00:00:00,1999-12-01 00:00:00,2004-04-12 00:00:00,2011-05-05 00:00:00,2014-02-27 00:00:00,1995-08-06 00:00:00,{CFB01245-B280-44C5-927C-2CAC6C002198},{91E0BA55-6B10-4143-B272-E4DB090D00A4},{1D022E55-C14A-4F55-9D1E-5E39DD3978D0},{006DA285-E104-484E-9CC9-30F78758128B},{A0D4B01D-2537-4C86-AADE-3C8B3401C6A7},,,{3088689D-4D43-43EF-8CD4-1C442971AFD3},{C345626E-A251-4CD5-8543-8D59949A2046},
528,66196736,46614271,116179008,143704415,1757111507,1753694439,585190181,465667730,1365539327,,YI60Q650NWXFJRFK,7E9CAPYG,B1Y7Z892RKGF6,GTXV2Z7MRGGUWIR,BRZW8ZQLRN,91IXT46AVCZEOG1,,UAI7EPW6H3GJ,E4SO86CNVBX,VH1887E31JBX2BXWC3L2,2015-01-25 00:00:00,1998-11-27 00:00:00,1991-03-12 00:00:00,1977-12-22 00:00:00,1985-02-24 00:00:00,1976-04-30 00:00:00,1997-02-15 00:00:00,1999-03-01 00:00:00,2009-01-17 00:00:00,1980-02-28 00:00:00,{9F2AD851-00E8-4415-80CF-F893F06F0014},{3FABCE46-1453-44CE-9B41-F080614FEED0},{0A069B17-C6B3-46B4-97E4-BCA02EF8413B},{141EE5FF-08AE-4A2D-AB0F-757884549582},{F11A4EAB-B96E-4981-ABC8-E2D705943973},{62CF1646-9A27-4090-AED3-ED3C1740E836},{1B0F7411-3404-491F-B248-9F3A9C1F7994},{463463E5-803D-4DE4-A99C-1FE796E8DA97},{F46F258E-D813-4936-85D3-5B2DFB2A7AFC},{DFE593FC-11F1-408B-BEC1-216AD2016222}
529,456584459,388717411,1302361052,196099338,907813839,1757472455,735589460,1668771236,,2111201669,HW9V4WAH,U5O6978IPBMI,M5ARYIA6QVLVMUU9X5AB67,E4T6T7383EI8V,MMYP3UNUOXQORI0,WVN4ZDMT1N2IL,ELYYHSP40JFJ,M0CF3LAFZXJL6BH,CBBKFTC17H0,U4JAPXZDSKO8WAP6,,1997-05-08 00:00:00,2012-01-11 00:00:00,1973-04-04 00:00:00,1974-04-12 00:00:00,1971-01-29 00:00:00,,2011-03-28 00:00:00,1976-10-03 00:00:00,1967-11-29 00:00:00,{55BC9E10-0B29-4A96-9353-C397D8AE68D2},,{2194E61A-6705-4480-853E-A2FAC0E3B072},{8A0A87AC-1FD8-4BF4-838F-F65EFC996AC0},{1A0727C4-A277-4F7D-8D23-416A4CA251CA},{7B25EB0B-F48A-4EC1-A851-39A960F2683A},{A858A78F-7267-4AF6-8DB9-5FB2588A2A0A},{F84A3693-6FFD-4D06-B135-ADB2997BC1C2},{46290764-37BB-4398-9CEF-179E7FC9C4AB},{4631DC6D-E8DB-4C63-8B6D-F634FC8B13EC}
530,697915911,1150070717,1827674180,1807855063,1020695536,1025175654,459735119,502183373,1518797767,1284395615,PS7B4Z0,,SQN6YWNTVJHCQW24EO,T8VT69WV,,,H98G35U4LGA66NCKIAVMBDFU,AYA2T9GI4RXVAI4I4M8ZW,LM9A17D3OL9453SXAZYSUWX,S3J2VFHR1ZQ,2014-07-22 00:00:00,1977-10-13 00:00:00,1997-04-01 00:00:00,1976-05-15 00:00:00,1982-09-19 00:00:00,1983-12-26 00:00:00,2000-12-07 00:00:00,2016-01-09 00:00:00,1962-05-21 00:00:00,1998-09-25 00:00:00,{B74F6128-781A-4E88-A454-698F435718C6},,{AC682D60-27C1-4088-A2C8-8F4FECB2D590},{F2E31762-FE6F-4211-B5C7-00AC73E989F7},{C35F6EBB-4DA5-4029-81FA-4157DF064EC2},{91889C5A-3711-45B9-AC99-E99A3C81F0E7},{8E24EB15-D4F4-45CA-BFCF-DE8C0D6BAC91},{A61C6354-B8D7-4DAD-9D83-AE8614781000},{21C31301-9269-46A7-8DD1-0B0627C276DC},{5C0287F4-EB80-4855-AD3B-389C23193C1B}
531,232910173,148560871,,621169879,1606411776,794960365,2063392970,1157715999,2005220147,1446278400,QOA1TKGG7W,JA5KJW,UJOLLBZZ068EBT6ZDLU,H3L6KZ8,YQ2PYH9,RVRQBXMB0DGH8B,MQDOAM1AWISLV4ZZ,CGW12YTI94S50OY4L16KPF,33EBQ5NQ4D889V,51M6S0REX0S82,1984-05-19 00:00:00,1980-09-27 00:00:00,2012-12-27 00:00:00,1991-07-15 00:00:00,2004-08-07 00:00:00,,1963-10-19 00:00:00,1996-02-18 00:00:00,2001-04-07 00:00:00,2001-06-20 00:00:00,{367396C2-F80D-4149-AB9B-35491BDCE2C9},{6F9B113A-1FC7-4079-95C9-46AB01074448},{05FD6E8E-B708-4C18-ABAB-99954B05A036},{B4E240A0-75FD-431D-A275-90580DE1E892},,,{0AE4BBDB-10A7-46A9-B9B7-D7B30A5BE676},{A77FB7F7-A251-42FF-AA15-1C6EB1C7EF0C},{8971FAB9-A6B0-4E3F-933D-9CB7135A5A4D},{5AC536DA-8D03-4F35-8964-2C2F71006A50}
532,1521706816,920012013,1685639416,102175961,1725874793,1468376072,823839519,520203399,1018467014,1854063752,525LX1EPI4XTDC1BNJ8NECC,,YUQQO,Q3TUMF77FU2,J6RPDP6K23Z,VCU91QHHWIHRBDAQ8RJ,11CBN8TBYA,VT4NG3,FWXK7CL543LQDR4KR7ORY,INOPUGD2Y7VDEE2DKWXH4ZNA,2000-04-10 00:00:00,2010-07-06 00:00:00,1983-11-28 00:00:00,1968-05-02 00:00:00,1998-05-03 00:00:00,2011-02-02 00:00:00,1996-11-10 00:00:00,2000-09-21 00:00:00,1963-03-13 00:00:00,1990-10-29 00:00:00,{C17D285D-AF73-4767-8205-686ACC354EF4},{9CDE2C37-16E0-4947-B9C2-F2A76E5D386A},{F127B0B6-3FE2-4D35-9561-C9295F536D84},{1FB83FDD-0863-4A3C-9772-90A67F2B58D8},{DC8DEA48-E879-47E6-AB72-C20BE37F125B},{AF35D127-9B58-4E7D-A41C-CC92E690DA84},,{075F5813-F84D-4262-9DED-0B6ED02665B2},{954BFD33-ED0C-47CE-854B-EFFEEF7EA67D},{99846955-EAC7-4DA5-9F6B-B42CE84B849B}
533,1154102446,834316126,1842943900,408092459,591506713,988845301,971910559,1922251908,1394934822,2013717490,C4S19NHOK9DAT66FM6DUQ,BJJS2KQ9DSKRF5,I9G9CMD629OK845MZNQR05,4AASJO1,B4VKNPYFNZ26FAIW822P,NTCEBMU,IES79KBL82MN,HY916KW9406QBIJNL,LU1XDJL6R4WZ1I64PCV,1IJ1ASI3BUQ,1997-08-21 00:00:00,1964-09-09 00:00:00,1964-02-13 00:00:00,1989-02-13 00:00:00,1983-04-29 00:00:00,1969-06-16 00:00:00,1963-10-20 00:00:00,1974-05-18 00:00:00,1982-10-07 00:00:00,1978-05-23 00:00:00,{1FD7A0EB-5B11-4A22-A0F8-7AEA6B20636D},{05A046A8-0FBE-46A8-AD2E-6345DA318403},{86C0639B-6FC4-4EAC-8F74-7E1D526D99E9},{FB52E415-C3D6-4813-96F2-9B691BC15C49},{8A8F7B1D-0462-41BD-A786-A779133929C4},{1C0766B0-41ED-4ACE-9A31-A32F72CB4EF2},{BE52D6F1-02BE-47E3-9195-887C368C69B8},{B51D7DED-ECF2-4AE9-9E78-7F5FF9067971},{884072F8-E9E3-416C-8E92-06503D3B147B},{08809268-EA63-4A1D-ABA7-824D634AD15B}
534,915229162,371687845,215565749,1825388883,,385849447,266556667,1297363045,83542637,1868707394,PHJZ5KJ,F31RL05BDB4K9PEX1O8IQGH,XH9QC2EERINLXX5H9W3Q3Q2E,5LRQ9VL,,5VBIZFSH1ME1CAR,9FHP4O873XAI,E9MLOUU0X8UNZ9EIQ9PHLMPD,DL6SR99M,0YD93JSJ4RZ83UGB2UY2,1975-05-04 00:00:00,,1988-07-05 00:00:00,2006-06-22 00:00:00,1987-02-01 00:00:00,1983-10-05 00:00:00,1961-11-18 00:00:00,1989-01-13 00:00:00,2010-02-06 00:00:00,1983-07-05 00:00:00,{BDC9753B-9FF2-4959-86A1-80BFA7D7BA12},{3C102C25-48CC-46CE-B8E7-7BC220668F2C},{075F165C-08C5-44DC-B84E-4D3258FE8214},{89AB31A2-96BA-49A9-BE25-5DD60A6EC5A9},{769E4526-A085-4778-B26E-A556DA5F483F},{5E2F7606-8B5D-4F5A-88A3-BFE0C95D0EF8},{1E45D106-2E9E-49AF-BFEA-58CE21A7481A},{93FA8491-70E5-475B-9FE1-BDDABD852E51},{BD0DF379-37A8-4943-B92F-04AB992977D8},{19D9737B-EBA1-4862-8106-4E0C949F4ADA}
535,370126567,1479095161,512280210,821063613,1034595339,956643659,1711270966,152164375,2052809319,161098900,,FW8N910N0R2,9X3DAOA94WQNA,GBJ7J4,I5RWEE,V13C0FNBAFML9R99KXHZI41V,UHT165BX5WGONBXH,R7C05RM,E00AILFUGSIJRKMWN35KGBA,E3R4LCPP877EV8CHQ,2000-02-24 00:00:00,2009-10-11 00:00:00,1996-09-03 00:00:00,1967-10-14 00:00:00,1998-01-19 00:00:00,1971-05-18 00:00:00,1964-11-06 00:00:00,2007-03-29 00:00:00,1967-12-07 00:00:00,,{4C92A465-72F2-49CE-97AE-A9566943CDCC},{368D9297-6706-46CC-A12A-ADDCF8B2605A},{A191321C-62D0-4E04-AA11-AEECD7F29696},{047E3FFA-B9EE-4DE9-9BF0-980D1958A191},{7AF8C460-32CD-49FB-98BA-465A418CE389},{845920E9-408D-4496-8F1F-DCEE609E0D45},{65552450-778F-4F2B-8229-94AEB1302F9D},{0DA34B84-F0A9-4D95-8F7B-A0B32260D06D},{1E668CBF-E453-4FFA-A705-DF36F9FF5AF1},
536,1855504171,,1505485184,676486751,1598674147,390903977,1564652741,,2078511684,452261633,KI4UU1XJ5,JLW12XEBROWX9L,BB4ULSHHTBIR87BMYY6QEBVL,N3YV4JY1,,RE1DO,PWDUMJ8LOP59PTPFEOT8,3GL3LHTEMZ336SC3QOWS4I6W,B9XZ4KVP26IS812,FGWX7C,2012-01-01 00:00:00,1978-10-28 00:00:00,1969-06-29 00:00:00,1977-01-25 00:00:00,,2005-07-30 00:00:00,1992-03-09 00:00:00,1996-08-26 00:00:00,1990-09-16 00:00:00,1986-04-04 00:00:00,{DEEC67E5-8C86-40B1-944B-BC627327474E},{2B30BA36-666E-4CEE-B046-5EE96A859025},{A4154314-0A15-4B6A-AB49-5996CDEC85AE},{CB10EDF9-A23B-4C0A-A99A-281C02FEA5C9},{8DCB1A08-A68E-4E9D-829C-854372960B5F},{D7684A30-41AF-49C3-8115-54A58B6B565F},{9E696438-5961-4F75-85FE-E99A6C5258E9},{F62F97EA-6E7C-45FB-8AD1-91179BFB4493},{ADBD3F30-CD5C-4FE9-9932-7AD8CBDBAEF2},{6F69BAE0-8DA6-4DA0-B436-206250B8EE68}
537,347407747,263731606,700294495,1560414721,1953273836,454940517,1152732166,344834792,497841512,,XNGH709ZP8,TJ57BXF4EULFS,QKKR0,,2Y78V3BT8Z1DKVHUUXVFC,YOZSP,40DQDJEZUBDBNQ,14CZ7DDK00XIU,WNR4B94S8Q,TCBYU8,2013-06-26 00:00:00,1981-04-03 00:00:00,1990-12-19 00:00:00,1995-10-08 00:00:00,2000-11-19 00:00:00,1995-08-07 00:00:00,1968-03-15 00:00:00,2002-06-19 00:00:00,1997-04-28 00:00:00,1994-09-14 00:00:00,{09F222CE-5407-44A2-8EC3-2CD85E8EBE23},{9D79A0A3-EB70-4997-91D6-8971B5BDE7E9},{8C195C16-418E-48C7-8DD1-700EF7B68621},{1A69E1B2-5C13-46E4-8FBC-19A14A1F9DC8},,{F9FD3430-8F60-4FF6-A9CA-B98122FE9C2E},{ED695701-D8BE-45AD-9A51-01D53EAE0DA0},{04ADA00E-AF77-4E65-8AF5-94AE9BA519BC},{2B6267CB-BF1C-49A2-B25C-752AB8BB75A1},{C7AFFED2-C851-43CE-B212-3CCF9D675BDC}
538,92400935,583687695,1998595403,543803164,2058138997,,405439983,299099380,1225572153,795012386,,38JSALJFRZCV,TVS1EIZ7RJI,,ZKY0WKIDAD6K92ROMVD3,IVYMY5QAKHERQGBL80DQVP53,PD7XZN90CCCKWMW92YFSMKN,NZLM304D2QNDWS0RZ,JYD04VWGY0UF06AMYYNJLHG3,,2011-08-27 00:00:00,1971-06-26 00:00:00,,,1971-03-15 00:00:00,2003-09-23 00:00:00,1975-05-13 00:00:00,1988-02-12 00:00:00,1971-10-15 00:00:00,1971-03-10 00:00:00,{EB47F0DA-EB34-49F0-A65A-E6CB0D6DF928},{FEDA501E-0ABA-4050-A95D-866727A3BFFE},{FB1437D5-8B13-46E2-8DB7-33D9270CCD08},{52B423FD-43A1-42E8-B9D0-14CBC2052F87},{3D081040-8532-49A9-8A9F-637F9812DB76},,{B8C68DD8-AB75-4EB3-8325-45E7AC781956},{0F020D82-D49A-4B45-8483-74CAF9E1812D},{DDCAFDC7-C6D8-458C-9BF6-D92BB6A62533},{6319FFD8-5D0C-4682-AF07-50EDFA44B4E7}
539,1402933393,1072477947,1808397044,1491446495,2141537871,1546508336,2091337956,261455687,224534365,397938308,1B2WVV,BLGKL00Q9E6B0U6X,KCTBNXZ26AZ,98587TXXV,EUKVLGEEMKLXB98TV,Z1L67C4V9EWXYY763MDQZ,L8XL4899CF1Y43YN,VFA0WW9DDFGRBE,98J1AX9E,6ACDE9V9EZUVLBM,2009-09-22 00:00:00,2006-03-14 00:00:00,1967-09-09 00:00:00,2006-11-30 00:00:00,2007-05-23 00:00:00,1967-04-06 00:00:00,1987-08-15 00:00:00,1970-09-22 00:00:00,1971-03-23 00:00:00,2000-09-10 00:00:00,{60915819-9F74-46EE-8BC0-C3C7C4623A5C},{2BEF556E-B819-41E6-B9EE-8D90B5D43995},{A9C8F7EE-7B61-4F76-8AB9-E80181C69519},,{EC3FD63A-B03B-4BF9-8E12-A7D6B69CF0BA},{FD1D4DD2-D6BB-44C5-BE0D-FD511CCDFF1F},{A8B50AAC-5E4E-471E-B996-911E7FB98BFC},{84ED9495-2BB2-4680-BF8B-3FA8533CC7F4},{F07C897D-DE1C-4BD2-A1AE-0392C3436EA5},{B4B78809-BA28-4065-9784-FF9E0D985334}
540,1343786464,912510451,1633360206,662683965,847466131,371875321,543705663,,1813758394,372191898,PHLMZ53WYCWZBQD5LI,UH0P2,VKBS4U88P6CT5LYJLXQ,LASK9TDHR5TCFILXT1ED,,JYLZ67O1ML8KKSI4B408ASR0,W25MIKWBJVY3,CDH0H8BEL7,1080HUWTL,9DXXJJWGHXQ56K0TELSR8I,1990-03-13 00:00:00,,1989-08-15 00:00:00,1967-03-09 00:00:00,1997-07-17 00:00:00,1986-12-13 00:00:00,1973-10-08 00:00:00,1991-02-20 00:00:00,2003-11-22 00:00:00,1998-12-16 00:00:00,{CB29678A-9015-4499-9E9D-9B039344552C},{743DAC7E-42EB-42DC-9A65-F21259EE66EA},{A1086279-2C88-4240-B9E1-C3D4EF27A6BD},,{3647A82D-A0D8-4E79-98EB-51F4DCC50429},{152E8D57-7B55-41ED-9ABE-0BF43D67F8BB},{CBBD63A6-80BF-4CCC-8731-11DA8856436F},{7868172D-B4D1-4C11-96E9-6B3BCED312AC},{4AFB6F63-03E6-417A-BDAA-BD2E9591C786},{3ACA26E4-8F62-42EB-BEED-95E648699A7C}
541,1713337927,1999674978,210170991,1603004327,1616198150,155106542,15866163,,1506294166,126764219,TX2HMOICBB6C0PFLKQUOT,QY6U2P,PBXXEMZOY6YF,AJUMCPVRVK8,TQ4PWYXRAC2,UC5R4POEXWAQM727QMZU9G74,QB49G2,4SWDPS,5439J14TU,Q9OFAA,2015-06-14 00:00:00,1977-05-13 00:00:00,1985-02-26 00:00:00,1969-01-25 00:00:00,1965-04-01 00:00:00,1979-04-05 00:00:00,2010-11-18 00:00:00,1983-07-21 00:00:00,1977-07-27 00:00:00,1962-09-15 00:00:00,,{36356BDC-DE99-4D0D-A6BA-951B363A9668},{D8270736-6B3B-40C4-8BE1-449DECA13E96},{C02C4A98-F3F8-468D-909F-6CDABD3026C0},,{FAD14D3B-37D6-414B-9FCE-06375F2721B4},{756FAE17-3573-48D2-99DB-4FFBADDB1169},{32332D21-ED75-4DD9-8157-C128609EE4C8},{10D783AC-908D-4E29-A230-CB879A49C4B6},{4FD1FF83-2FED-4CF7-BC3B-BA25D41E46C4}
